poi_id,category_id,poi_name,description,address,lat,lon,phone,price_level,reservation_required,parking_available,source_type,external_url,is_active,last_verified_at,created_at,update_at
1177581244,4,화신연쇄점,#목포 맛집 #목포 카페 #목포역 맛집 #목포역 카페 #삼학도 맛집 #삼학도 카페 #유달산 카페,전남광주통합특별시 목포시 번화로 75,34.7884142052204,126.386607642057,,1만원 이하,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/1177581244,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
271214406,3,포미아구찜,#목포 낙지 #목포 맛집 #목포 한식 #용당동 낙지 #용해동 낙지 #용해동 맛집 #용해동 한식,전남광주통합특별시 목포시 용당로331번길 8,34.8161009279551,126.398967300637,061-274-9494,1~3만원,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/271214406,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
1846914883,3,인동주마을,#목포 맛집 #목포 한식 #옥암 맛집 #옥암 한식 #평화광장 한식,전남광주통합특별시 목포시 복산길12번길 5,34.8039142667944,126.436692215436,061-284-4068,3만원 이상,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/1846914883,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
9586680,3,해촌,#남악 낙지 #목포 낙지 #목포 맛집 #목포 한식 #평화광장 낙지 #평화광장 맛집 #평화광장 한식,전남광주통합특별시 목포시 미항로 133,34.7968486397662,126.434646626546,061-283-7011,1~3만원,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/9586680,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
21254211,3,성식당 목포본점,#남악 떡갈비 #목포 고기 #목포 떡갈비 #목포 맛집 #목포 한식 #목포역 고기 #목포역 떡갈비 #목포역 한식 #북항 떡갈비 #산정동 떡갈비 #삼학도 고기 #삼학도 떡갈비 #삼학도 맛집 #삼학도 한식 #옥암 떡갈비 #용당동 떡갈비 #용해동 떡갈비 #유달산 떡갈비 #죽교동 고기 #죽교동 떡갈비 #하당 떡갈비,전남광주통합특별시 목포시 수강로4번길 6,34.78563289930687,126.38650914372056,061-245-1401,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/21254211,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
10689679,3,우정,#남악 낙지 #남악 백반 #목포 고기 #목포 낙지 #목포 돈까스 #목포 맛집 #목포 백반 #목포 삼겹살 #목포 한식 #옥암 돈까스 #옥암 백반 #용해동 낙지 #용해동 돈까스 #용해동 백반 #평화광장 낙지 #평화광장 돈까스 #평화광장 백반 #하당 고기 #하당 낙지 #하당 돈까스 #하당 백반 #하당 삼겹살,전남광주통합특별시 목포시 신흥로69번길 18-1,34.8057944889174,126.427018739119,061-281-4646,1~3만원,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/10689679,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
10341424,3,만선식당,#목포 낙지 #목포 맛집 #목포 한식 #목포 횟집 #목포역 낙지 #목포역 횟집 #삼학도 횟집 #유달산 맛집 #죽교동 횟집,전남광주통합특별시 목포시 서산로 2,34.781091361465265,126.37933767606526,061-244-3621,3만원 이상,,False,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/10341424,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
10649722,3,영란횟집,#남악 민어 #대성동 민어 #목포 낙지 #목포 맛집 #목포 민어 #목포 한식 #목포 홍어 #목포 횟집 #목포역 낙지 #목포역 민어 #목포역 한식 #목포역 홍어 #목포역 횟집 #북항 민어 #북항 홍어 #산정동 민어 #삼학도 낙지 #삼학도 맛집 #삼학도 민어 #삼학도 한식 #삼학도 홍어 #삼학도 횟집 #연산동 민어 #옥암 민어 #용당동 민어 #용당동 횟집 #용해동 민어 #유달산 맛집 #유달산 민어 #죽교동 민어 #죽교동 홍어 #죽교동 횟집 #하당 민어,전남광주통합특별시 목포시 번화로 42-1,34.78612713420793,126.38406357943298,061-243-7311,3만원 이상,,True,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/10649722,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
9466320,3,코롬방제과점,#목포 맛집 #목포 베이커리 #목포역 맛집 #목포역 베이커리 #북항 베이커리 #산정동 베이커리 #삼학도 베이커리 #용당동 베이커리 #용해동 베이커리 #유달산 맛집 #유달산 베이커리 #죽교동 베이커리,전남광주통합특별시 목포시 영산로75번길 7,34.789851685791895,126.38441612105969,061-244-0885,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/9466320,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
16345822,3,해남해장국,#목포 맛집 #목포 한식 #목포 해장국 #목포역 맛집 #목포역 한식 #목포역 해장국 #북항 해장국 #산정동 해장국 #삼학도 맛집 #삼학도 한식 #삼학도 해장국 #용당동 해장국 #용해동 해장국 #유달산 맛집 #유달산 해장국 #죽교동 해장국,전남광주통합특별시 목포시 삼학로18번길 2-2,34.78977921420426,126.3873820384502,061-243-0268,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/16345822,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
538818097,3,상무초밥 목포점,#남악 데이트 #남악 일식 #남악 초밥 #목포 데이트 #목포 돈까스 #목포 맛집 #목포 일식 #목포 초밥 #목포 혼밥 맛집 #북항 초밥 #산정동 일식 #산정동 초밥 #옥암 데이트 #옥암 돈까스 #옥암 일식 #옥암 초밥 #옥암 혼밥 맛집 #용당동 초밥 #용해동 데이트 #용해동 일식 #용해동 초밥 #죽교동 초밥 #평화광장 데이트 #평화광장 돈까스 #평화광장 맛집 #평화광장 일식 #평화광장 초밥 #평화광장 혼밥 맛집 #하당 데이트 #하당 일식 #하당 초밥,전남광주통합특별시 목포시 원형동로 53,34.7991818247358,126.433175155015,061-287-9979,1~3만원,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/538818097,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
474605608,4,동굴카페씨크릿,#목포 맛집 #목포 카페 #목포역 맛집 #목포역 카페 #삼학도 맛집 #삼학도 카페 #유달산 카페,전남광주통합특별시 목포시 해안로237번길 30-3,34.7879986979543,126.385364062407,,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/474605608,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
10734721,3,장터 하당점,#목포 맛집 #목포 한식 #옥암 맛집 #옥암 한식 #평화광장 한식,전남광주통합특별시 목포시 통일대로75번길 25,34.80231740777715,126.43096920073089,061-285-1888,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/10734721,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
18852801,3,조선쫄복탕,#목포 맛집 #목포 한식 #유달산 맛집,전남광주통합특별시 목포시 해안로 115,34.7808402827352,126.377123957315,061-242-8522,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/18852801,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
995981799,3,본전회수산,#남악 낙지 #남악 데이트 #남악 민어 #남악 횟집 #목포 낙지 #목포 데이트 #목포 맛집 #목포 민어 #목포 한식 #목포 횟집 #북항 민어 #산정동 데이트 #산정동 민어 #옥암 낙지 #옥암 데이트 #옥암 맛집 #옥암 민어 #옥암 한식 #옥암 횟집 #용당동 민어 #용해동 데이트 #용해동 민어 #죽교동 민어 #평화광장 낙지 #평화광장 데이트 #평화광장 맛집 #평화광장 민어 #평화광장 한식 #평화광장 횟집 #하당 데이트 #하당 민어 #하당 횟집,전남광주통합특별시 목포시 미항로 153,34.797738976178,126.43653753049026,061-285-4431,10만원 이상,,True,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/995981799,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
21247123,3,청호식당,#목포 맛집 #목포 백반 #목포 삼겹살 #목포 한식 #목포역 맛집 #목포역 백반 #목포역 삼겹살 #목포역 한식 #북항 백반 #산정동 맛집 #산정동 백반 #산정동 삼겹살 #산정동 한식 #삼학도 백반 #삼학도 삼겹살 #용당동 백반 #용당동 삼겹살 #용해동 백반 #죽교동 백반 #죽교동 삼겹살,전남광주통합특별시 목포시 산정안로 13,34.79495405174372,126.39167956506454,061-274-6851,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/21247123,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
7859431,3,락식향,#목포 돈까스 #목포 맛집 #목포 한식 #삼학도 돈까스 #용당동 돈까스 #용해동 돈까스 #평화광장 돈까스,전남광주통합특별시 목포시 하당로68번길 9,34.799443299245844,126.41923311115605,0503-7154-6061,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/7859431,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
1801290298,3,목포연희네 낙지꼬막집 유달산케이블카점,#목포 낙지 #목포 맛집 #목포 한식 #목포역 낙지 #삼학도 낙지 #유달산 낙지 #유달산 맛집 #유달산 한식,전남광주통합특별시 목포시 해안로 166,34.78195452880201,126.38209965524888,0503-7153-9686,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/1801290298,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
16693801,3,백성식당,#목포 맛집 #목포 백반 #목포 한식 #목포역 맛집 #목포역 백반 #목포역 한식 #북항 백반 #산정동 백반 #삼학도 맛집 #삼학도 백반 #삼학도 한식 #용당동 백반 #유달산 맛집 #죽교동 백반,전남광주통합특별시 목포시 번화로 68,34.78765165165929,126.38607682382472,061-244-4593,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/16693801,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
14519637,3,북항횟집,#목포 낙지 #목포 맛집 #목포 한식 #목포 홍어 #목포 횟집 #목포역 횟집 #북항 낙지 #북항 맛집 #북항 한식 #북항 홍어 #북항 횟집 #죽교동 낙지 #죽교동 맛집 #죽교동 한식 #죽교동 홍어 #죽교동 횟집,전남광주통합특별시 목포시 북항로 190,34.80518818421795,126.36549349268674,061-242-7475,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/14519637,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
26805337,3,중화루,#목포 맛집 #목포 중식 #목포역 국밥 #목포역 맛집 #목포역 중식 #북항 중식 #산정동 중식 #삼학도 국밥 #삼학도 중식 #용당동 중식 #유달산 국밥 #유달산 맛집 #유달산 중식 #죽교동 중식,전남광주통합특별시 목포시 영산로75번길 6,34.78975727279456,126.38481890776367,061-244-6525,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/26805337,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
20705152,4,스타벅스 목포평화광장점,#목포 맛집 #목포 카페 #평화광장 맛집 #평화광장 카페,전남광주통합특별시 목포시 미항로 137,34.7970049541213,126.434920925361,1522-3232,1~3만원,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/20705152,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
11339305,3,옛날초가집,#남악 떡갈비 #목포 떡갈비 #목포 맛집 #목포 한식 #북항 떡갈비 #산정동 떡갈비 #옥암 떡갈비 #용당동 떡갈비 #용해동 떡갈비 #죽교동 떡갈비 #평화광장 떡갈비 #하당 떡갈비 #하당 맛집 #하당 한식,전남광주통합특별시 목포시 번영로 138,34.81028178440349,126.42285325346415,061-284-3711,1~3만원,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/11339305,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
1824293661,3,목포라면 홍어라면,#목포 돈까스 #목포 맛집 #목포 삼겹살 #목포 홍어 #목포역 돈까스 #목포역 삼겹살 #목포역 홍어 #북항 홍어 #삼학도 돈까스 #삼학도 삼겹살 #삼학도 홍어 #용당동 돈까스 #유달산 돈까스 #죽교동 돈까스 #죽교동 삼겹살 #죽교동 홍어,전남광주통합특별시 목포시 영산로40번길 16,34.7854798815665,126.383163746376,061-245-4564,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/1824293661,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
1771439324,3,바다포차,#남악 낙지 #남악 민어 #남악 횟집 #대성동 민어 #목포 낙지 #목포 맛집 #목포 민어 #목포 소고기 #목포 횟집 #북항 민어 #산정동 민어 #연산동 민어 #옥암 낙지 #옥암 맛집 #옥암 민어 #옥암 소고기 #옥암 한식 #옥암 횟집 #용당동 민어 #용해동 민어 #용해동 횟집 #죽교동 민어 #평화광장 낙지 #평화광장 민어 #평화광장 소고기 #하당 낙지 #하당 민어 #하당 소고기 #하당 횟집,전남광주통합특별시 목포시 장미로 105,34.8053535856341,126.431606218785,061-287-0603,3만원 이상,True,True,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/1771439324,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
1101646674,3,쿠우쿠우 목포점,#남악 초밥 #목포 맛집 #목포 초밥 #옥암 맛집 #옥암 초밥 #평화광장 초밥 #하당 초밥,전남광주통합특별시 목포시 남악로 22-14,34.802607943048,126.44016526564089,061-287-0900,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/1101646674,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
24693246,3,뜰채,#목포 낙지 #목포 맛집 #목포 한식 #유달산 맛집 #죽교동 낙지 #죽교동 맛집 #죽교동 한식,전남광주통합특별시 목포시 해양대학로 229,34.79965867905331,126.36854420998075,061-244-9995,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/24693246,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
804221605,3,목포바다조개전골,#남악 낙지 #남악 현지인 맛집 #대성동 현지인 맛집 #목포 낙지 #목포 맛집 #목포 현지인 맛집 #북항 현지인 맛집 #산정동 현지인 맛집 #상동 현지인 맛집 #연산동 현지인 맛집 #옥암 현지인 맛집 #용당동 현지인 맛집 #용해동 현지인 맛집 #죽교동 현지인 맛집 #평화광장 낙지 #평화광장 맛집 #평화광장 한식 #평화광장 현지인 맛집 #하당 현지인 맛집,전남광주통합특별시 목포시 원형동로 16,34.798338265413804,126.43398190666156,061-285-9499,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/804221605,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
1750455641,3,은지네해장국,#목포 맛집 #목포 한식 #목포 해장국 #목포역 국밥 #목포역 맛집 #목포역 한식 #목포역 해장국 #북항 해장국 #산정동 해장국 #삼학도 국밥 #삼학도 맛집 #삼학도 한식 #삼학도 해장국 #용당동 해장국 #용해동 해장국 #유달산 해장국 #죽교동 해장국,전남광주통합특별시 목포시 삼학로18번길 2-1,34.7899029759293,126.38743575445,061-245-5033,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/1750455641,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
1290785692,3,자작,#목포 맛집 #목포 중식 #옥암 중식 #용해동 중식 #평화광장 중식 #하당 맛집 #하당 중식,전남광주통합특별시 목포시 하당로214번길 13,34.8071394525323,126.420941901024,,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/1290785692,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
17246279,3,독천골,#남악 낙지 #목포 낙지 #목포 맛집 #목포 한식 #옥암 낙지 #옥암 맛집 #옥암 한식 #평화광장 낙지 #평화광장 한식,전남광주통합특별시 목포시 미항로 197,34.8001660989032,126.437827961278,061-283-9991,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/17246279,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
9282717,3,오돈 3호광장점,#목포 돈까스 #목포 맛집 #목포 일식 #목포역 돈까스 #목포역 일식 #북항 돈까스 #북항 일식 #산정동 돈까스 #산정동 일식 #삼학도 돈까스 #삼학도 일식 #용당동 돈까스 #용당동 맛집 #용당동 일식 #용해동 돈까스 #용해동 일식 #죽교동 돈까스 #죽교동 일식 #하당 일식,전남광주통합특별시 목포시 영산로318번길 2,34.8053194025228,126.400256434041,061-279-2229,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/9282717,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
1940293702,4,인디파사드,#남악 조용한 카페 #대성동 조용한 카페 #목포 조용한 카페 #목포 카페 #목포역 조용한 카페 #북항 조용한 카페 #산정동 조용한 카페 #삼학도 조용한 카페 #삼학도 카페 #옥암 조용한 카페 #용당동 조용한 카페 #용해동 조용한 카페 #유달산 맛집 #유달산 카페 #죽교동 조용한 카페 #죽교동 카페 #하당 조용한 카페,전남광주통합특별시 목포시 영산로29번길 9-2,34.7875572430546,126.38131709334,070-4044-7880,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/1940293702,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
1226293475,4,스타벅스 목포해안로점,#목포 카페 #유달산 카페,전남광주통합특별시 목포시 해안로 92,34.780037868380695,126.37462927015036,1522-3232,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/1226293475,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
25115121,4,스타벅스 목포옥암점,#목포 카페 #옥암 맛집 #옥암 카페 #하당 카페,전남광주통합특별시 목포시 백년대로375번길 1,34.80742178965137,126.4272697626066,1522-3232,1~3만원,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/25115121,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
2139399499,4,가비1935,#목포 데이트 #목포 카페 #목포역 데이트 #북항 데이트 #산정동 데이트 #삼학도 데이트 #용당동 데이트 #용해동 데이트 #유달산 데이트 #유달산 맛집 #유달산 카페 #죽교동 데이트 #죽교동 카페,전남광주통합특별시 목포시 영산로 18,34.7866454028915,126.38068146473,061-242-7010,1~3만원,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/2139399499,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
1844963116,4,카페델마르,#목포 카페 #유달산 맛집 #유달산 카페 #죽교동 맛집 #죽교동 카페,전남광주통합특별시 목포시 해양대학로 77,34.78881272005152,126.36604396454196,,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/1844963116,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
427786530,4,커피창고로 얼리버드점,#목포 카페 #평화광장 맛집 #평화광장 카페,전남광주통합특별시 목포시 미항로 97,34.7952691098588,126.431297360039,,1~3만원,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/427786530,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
863252278,4,유달산장,#목포 카페 #유달산 카페 #죽교동 카페,전남광주통합특별시 목포시 유달로 119,34.78871761136572,126.37942258533326,,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/863252278,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
898532884,4,스타벅스 목포하당점,#목포 카페 #하당 맛집 #하당 카페,전남광주통합특별시 목포시 백년대로 293,34.803957521113,126.419805774059,1522-3232,,,,KAKAO_PLACE_SEARCH,http://place.map.kakao.com/898532884,True,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00,2026-09-09T16:33:00+09:00
